text,"label (1=hate, 0=normal)"
 aisa sirf europe ma hota he pakistan aur hindostan ki siasat aur he,0
ok bhaiyajani❤bs jb b pic ae foran dekhani h i'm waiting😍😘shehzady ko dekhna h,0
 😂😂😂😂 or to meri gadhi khooti chawal sab hy 😂,0
agar hukoomat kuch nahin kar rahi then aap hi kuch kar lein...aap to journalist hein aap ki bhi bohat power hai as a journalist..,0
"... want or change their religion.   #pakistan’s constitution does not give its citizens right to choose any religion or even change it, in fact it criminalizes and persecutes its own ahmaddiya muslim community (who are criminalized to not even call themselves muslims)",0
dekho umeedwar bohat hain ab se main tumhe tang ni kronga. khudahafiz ,0
rt : “ek din tu na milega tera naam phir bhi rahega”  ali zafar said it long time ago!  best song among all anthems of psl ❤,0
kuch nhi bs ye bta do ye aman agha ap ka really mae friend ha.  🤔,0
 mahira ki maa bhi boli glt uski bhi bajai or vo bhi line pe aa gyi 😂😂😂🤣,0
tere sang ik khumari hai,0
 dhoondny se mil jaty hain,0
 aisa nahi ho paye ga.,0
kia bjaie h sana k bhai ne mahira k papppppu ki #asimriazforthewin,0
"it seems bangladeshi are not muslims. nor, ahmedi, balochi, sindhi, pashtun are muslims.,india",0
 mein charpai se koood kr jaan dy doonga 😭,0
 apna mehmaan hee samj lan fr wesy b rehmat hota mere jesa mehman,0
am i the only one?  jisne ajj tk tik tok app install ni krea phone ch 😐 video ta ki bnauni 😅,0
 kar liya..😂,0
 yar apne bhi follow back nahi kiya,0
 😂😂 ab is m na bolne wali kon c bat h,0
woh na ayegi mujhse milne yeh janta tha main lakin intezar karta raha kyu k dekhna tha usko maine.,0
 hahahahahaa kyon nahi apni bhen ko sub kuch laa deta hoon 😂😂  bus ye yaad rakhi wo bhabhi nhi ha uss ny friend zone kr diya tha 😭😭,0
rt : teen talaq halala aur polygamy kya sahi kya galat?,0
 axha hai qrona virus say bach a chahy 😂😂,0
"a brilliant  particle physicist and theoretician worthy of the nobel prize . dr abdus salam departed pakistan in 1974, protesting the pakistani parliamentary bill which de-recognized the #ahmadiya movement to which dr salam belonged. a huge loss for pakistan",0
real ki celeb ne follow kia mujhe 😳😳🙈🙈🙈🙊🙊🙊🙊 ,0
mujhe poora yakeen hai ki roadside romeo se sabhi ka pala pada hoga aur aise romeo hi samaj par bojh hain. in romeo ka ilaj turant dekhte hi logo ko karna hoga. main bhi ek beti ka baap hoon aur yeh sochkar mera man kaanp uthta hai. isse pehle ki der ho logo ko jagrit hona hoga.,0
 please correct your numbers regarding mosque. 300 se jyada toh hamre yaha zafrabad seelampur me hi hai....,0
 . -. iska kia mtlb hota,0
"ek baat kahon.?aisa mayosi ki hlt mn hota hy jesa apke sth hua k apka lehja rude hogya thora baki yhi kaho ga k ap cmnts se myos hui shyd,itni mayoosi achi nhi. bhai ko sb aziz hn.koi r anchor itna response dta hy? so stay motivated stay positive hope not out🙂",0
 aurat khiloona nhi h jis se sukoon lena h bs us k sath bht se or chezain jurri hain. ye aik muhabbat ka rishta h aik ehsaas ka rishta b h aik ayat na focus karain bs agay pechay b dekh lain. ( sada alfaz mai tarjuma b kr dia h 😅 ),0
kabhi halala kabhi kya kabhi kya tum log bus apni bahan betiyon ko nanga kar nahin jante ho unki ijjat batana nahin jante ho kya tum,0
 ye saholat ap ko na mil saki,0
"sir eugene:"" apke father aaj aye toh mene unhe bataya ke apki attendance nahi hai toh unho ne tumse pocha""  me: ""jee sir mene kaha sir ko parhana nahi ata toh me jata hi nahi toh unho ne kaha acha chalo""  *awkward silence*",0
 gir gi thi uni m,0
marvi sirmad to frishta: mera jism meri marzi fristha to marvi: mera danda meri marzi 😌 #werejectmerajismmerimarzi,0
  is editing sy acha tha fiverr par account bna lyty 4 paisy hath a jaty 🌚🌚🤦🤦😂😂,0
   masallah bhen allah apko lambi zindgi dy ..me apka program dekha hai es se sabit howa ap ak ache khamdan se belong krti hain ...jb apne hazrat muhammad (s.a.w)ke nam pe angote chome us waqt mere dil se apke lia bhtt dunway nikli,0
aurat ko azadi nh  aurat ko rights chahye  or yh wo baat h js mn 80% male women ko support b krty hn ...  what a cheap agend behind all this azadi march . #auratazadimarch,0
 aby mry ko pta bhi nhi kon thi 😭💔,0
 yaqeen krain m b yahi kehny wali thi apko  😂😂,0
 bs ab hr koi meri trha shareef thori na hota😌😌,0
"hi khalim, humain iss hawalay se aapki madad karna chahte hain.kindly dms main hamaray sath apna number aur mukammal location share kijiye. shukria! 🙂",0
clean and green pakistan sirf pani ki he waja sy ho sakta hy ,0
  han yar ye to hy sorry sis,0
 koi aur kaam nai bss 😏😏,0
os aurat ka amal boht ghalat tha but humaray mashray mai jo halat hain na os bechari k khandan na kabol karna tha mard to woh harami apna kam kar k os ko chor gaya ab yeh video agar lagana the kesi ko to kam se kam edit kar detay face blur kar letay,0
akhrot ho kya?,0
toh dayan bhi kabhi achi hoti hai..🤣🤣,0
apni dp pehley dekh lo..shirt bhe yahoodi wali pehni hai..or aitraz bhe yahoodi par..pehley khud islam ko samajh lo baad mai ungli uthao,0
 bachpan me ahat horror drama tha ya anhoni shayad... us me aysi ek dayen choty bachy ghayeb kr deti thi  😂😂😂😂😂,0
"tum firqa wariat main guse rehna,jis ki wajah se yahoodi hum musalmanoun par hanste hain.. and i am sunni and i am pakistani lol...",0
 ye cheez,0
phir rat sy pqrhna shru kru ga,0
 sunna b mat😂,0
students  : shuker h aj urdu ke teacher ni ai lec free hoga 🕺,0
wese bacha ka dil tu ick dafa garden garden hu gya hu ga 😂😂,0
main yahan kisi ki bhai nahi hon ya😭😭😭😭ar 😂😂😂 mera handle name dekho 😂😂😂🙄🙄,0
 keya hua aap ko 👀,0
 😐 baat tu sahi hei per hum phir b kehtay rehtay 😐😐😐,0
aur jis paper mein 3 sheets bhar ka aya poora kar k aya tha wo rok dia tha bhenchod,0
 mn smja ki azadi march related h,0
 din guzra tha bari mushkil sy phr tera wada e shab yaad aya beth kr saya e gul mein hum boht roye jab tu yaad aya,0
aik bat bolonn bhai jan aaj jis larke ne protest pe fire khool dia ..wo bht ghalat taa..osko jail me dal dena chahye  agr wo jail me hai to mi bharat sarkar k ache alfaz me tareef  krne se ni rkunga....,0
 yeah thats she/he was crying in lums m aurat march ka sath don gi😂😂😂,0
 toh ap bhi na laro..😂,0
 tere sir teri trah hen,0
"tum one sided love ki bat krty ho, hum ny to one sided friendship b nibhai hai.🌚",0
 tm b kr lo yr me kon hota rokny wala 😅,0
 koi baat nahi aap agli game jeeto gi,0
    inhen promote hony ki zarurat e nahi ..badshah bandy hn yh😍😘,0
fit aap bataein,0
"me during exam: ""trying to remember answer""  in mind           ""mera yeh bharam tha mere pass tum ho""",0
mera jazz don't distrub my privacy but always remind me once a day k there are many message in ur box check them by dialing xxxx or reply but sorry jazz jee mere pass paisey nhi hain😭,0
"awaam ko ungli,naika,tractor trolly,pait phaar kay..ikki bivi yahoodi agent,imran khan ki bivi jadugarni..coke sniffer..and offcourse asking ppl to make the talwar to kill pti and than actually killing one..haye sary bechary others..",0
ok g jesy aap kahy 😊,0
 january sa itna masla hai sab ko;(,0
dude yar dost ko kehty hain,0
asa koi ek aur drama buna chaye,0
 ma ghr ma bat nahi krta .,0
"dear pakistanis, i get your love for the man who saved quran from burning, but how many of you saved that christian couple who was thrown in a kiln to be burned alive? how many of you hopped over those who vandalised ahmedi mosques? how many of you stoped forced conversions?",0
you are welcome saali sahiba 🤘🤘,0
fasla rkhain  baad me apki hazaroon majbooriyan nikal ati hain,0
allah aapki mushkilain aasan kry. aap pr rehmtain aur barktain nazil fermay. 💐🙏💕🌹,0
another view point relating to mera jism meri marzee,0
randi stop smiling and focus on the lecture,0
rt : ammi jo hain na mom hamari aik lafz bol kr saray mood ka satyanass kr deti hain 😏,0
zara ki kiss bhut special ha 🤪,0
   bohat value thi teri prr tu ny b,0
tujhy kah raha k dekh is ko bhi mil gi bs tery ko koi nhi mili,0
  mujy nai pta lykn khushi ny ya tm ny hitman ac bnaya ha,0
 buahahhaha 🤣🤣 bs kabhi garoor nahi kiyaaa😌,0
2 type of friends :  zaalim friends: message dekh kar ignore kar dete hein.  reham dil friends: notification sa message parh k ignore kar dete hai.,0
aese juniors kahan huty hain?,0
farq ka or fikar ka bi aik taulaq ha..farq unhein parta ha jin ko fikr ho lekin farq ko mehsos krna thora mushkil ha pehly fikr krna sekhein 🙂 chahy khud ki hi🌼,0
apke shadi be isi company ky owner sy ho gi🤣🤣,0
 wohi mein sochoun ye bndr kiun bnaya hai 😂,0
 sara bb kia aap qadiyani hain ?,0
  amen hm ko bi bolana mola,0
rt : na chyro humein hum sataye hoy hain,0
"i have analysed sufism - at the level of fundamentals, history and behaviour: 1. sufism is tariq'a, is always subordinate to shari'a; 2. a sufi peer is prohibited to give anything to a kaafir, except the gift of deen. foolish to go to a dargah 3. sufis carried out great massacres",0
   han bhae mjy dar lag raha hai eski dant se,0
 370 pe kashmir main puri army utar di or shagun baag main ek police b action nahi le sakti... waah kya diplomacy hai ya politics hai...,0
"so the usual thing: can't find anything against the man, accuse him of having israeli/yahoodi and indian connections. you're sounding like that other bigot: fur.",0
 mat suno apnae kaano pr rehm khaoo larki🙊,0
 mery frnds ny mojy samjha hoa🙄,0
  main toh soti hi nahi 😭😂,0
university road charsi tikka,0
next level ho yar aap ajeeb😂😂😂🤦‍♂️,0
bahaaaro phool🌹brsao mere bhaiya❤ae hain😘 welcome😍bhaiyajani❤ bohttt miss kea apko😔 aj itny din bd live  bhai k show me dykh k dil ko tsali hui ese ek dum gaeb na hua kryn plz slamti ki dheron duaien💞,0
  haa aisy apni marzi sy jesko marzi follow krro. at least hum kese ko follow back deny k liye bound toh nhe hoty.,0
   kiun rastey my tum thi kia???,0
   o god😂i can't believe how can someone be this dumb🤣 khud ki apni baat se mukar gaye. han zaroor check karo tweets dobara.kis ne mere tweet pe reply kia?kis ne article ka screenshot send kia? main ne tau bas major ki tweet pe aik gif se respond kia tha.kis ne apni naak ghusayi?,0
 kia ni pchta,0
 ni me phly ja chuka tum yhin rho 😔,0
mei ny jana k kch log  hmry lye sirf itni kunjaish chorty  hn k hum un ki zindgi sy nikl jyn...,0
kyu k pakistanio ko yahi paraya gaya ha k china hamara dost ha turkey se hame mohabbat sikhayi gayi hai,0
mn poucha bhi tha hum bhi naam mention kre😂😂,0
 comment prh ke lag raha hr jawab na me hoga 😫,0
  ese jgha gy kyun jiska nam nhi ata?  😆 kisi ny asli ka pooch lia huta to?,0
rehna tu hai jesa tu thora sa drd dill thora sukoon,0
"looks like a section of pakistan army not happy with bajwa extension are pushing ahmedi canard. reminds me of musaraff vs chief justice chaudhry fight 11 years back. musaraff lost power and went in exile due to that conflict.,india",0
"got it. isis has nothing to do with ahmadiya islam. but i have read the history of early islam, all those wars, punishment for conspiracy against islam, apostasy, beheading due to differences in opinions which were proven true and endorsed by the scholars.",0
 acha joke tha or suna na aise joke lekin pehle teeka lagwa lena,0
 abhe tu hi hai asli fan 😂😂😂😂😂😙,0
aap se yahi umeed thi  fakhar,0
"https://t.co/npmxa4wmoo just a reminder, 22.8 million children out of school. second most in the world and second to only nigeria. hope v focus on this &amp; don't dismiss it as a 'yahodi sazish' or something else     ",0
  yw piyaz wo h jo kfc wle zinger m hota 😊,0
allah apke har khwahish puri kry ameen😇,0
 yesss😂😂....dukh hota hai jab aise batyien poochta hai ❤️,0
just like jb dey ka skin jala tha wo nhi dikhaya. ya jb asim ko chukla ne pakad ke injure kia tha chest pe wo nhi dikhaya.    editing ka baap.  #bb13,0
 meri class hy na 😂,0
  acha banda hai..  dear aaliya rasheed lekin paisy or job k lie tareef zaruri hai na agy psl b a raha hai..  warna media department kitny achy kaam kar raha hai sub ko pta..,0
theek hai aap america mein hote hamen batane ki zarurat nahin hai lekin tweet kiya karen kuch,0
chuti kro hun   jaga nahi ha ab,0
apke post thek ha mgr har cheez ka matlb apne marzi sy na dia kry princess,0
 economical range main elis photography walay are so good,0
"last year wala "" aurat march"" he abhi tak hazam nei hua logon ko.",0
aj bht jaldi thi dono teams ko match khtm krne ki #lqvsqg,0
rt : me and randi be missing tf outta our niggas we really some simps 😭😒,0
is baat per main b itkifaak kerta hun yeah hum awam k saat mazak hai pesa tou b bekari b nai leta wo b 5 ya 10 rs se nechay baat nai kerta or petrol kaam ki 6 pesapesa sirf paper mein hai ground per is ki ab koi value nai,0
hahaha ❤️ arry ap bhi na 😢 rula diya,0
 🙂wase banda ni jaag skta?,0
 i can say that too but i read it carefully ab tou sb mehnga itna ho gya hai😂😂 pata chlta rheta hai 😂😂,0
mera nhi to aap sy kis ny kaha,0
 kya huwa yrr btao tu sahi,0
 sir ney bula lia tha...😔 rukein btatie..,0
  ye mat bolo warna aap prty win hai 😁,0
dekh kya ho raha tha pakistani fauj ke saath 1971 me .yaad aaya.history ka sabse bada surrender ???kaun hijra ???,0
 wese kamal bat hai k gareeda k baad ab asma ki nazar b ss ki topi pe hai,0
 sahi baat hay itni zayada mushaqat karnay say insan bemar per jata hay,0
guddiya block vahi krte hain jinke paas answer nahi hota,0
ye maine tiktok pe dekha tha,0
 mobile mai option hota hai setting ka ap wahan ja k kr lo apni setting  hahahahaha,0
main kaun kesi shahzade ke dil se khelon main tu khud ek shahzade ki behen ho 🙊🙂😌,0
sab nay mil kar. ,0
is baap par kya guzeri hogi ? allah inko jannat mai jaga day ameen.,0
"jo guzari na jaa saki hum se, hum ne woh zindagi guzari hai.",0
 kuch logon ny subah un ko naaly sy nikalty hocy bhe daikha hai,0
" usne block kiya his right, daru peena humara right 🤘🏼🤘🏼, nahi pasand post mat dekho aage badho",0
dono delhi policee ke bahdur jawan hai..ek taraf ataychar..dusri taraf jeb me hath dal ke dekh rhe ki age kya hota hai ,0
   unko ye video send ke the mane,0
jitni dafaa dekhu tumhe dhadke zoron se..aisa toh kabhi hota nhi milke garon se.. #tkl #dheerajdhoopar #shraddhaarya #preeta ,0
 ek tweet retweet karwani hai..tum ny vada kiya hai..🥺🥺,0
 noi tum first bencher thi topper student 😂,0
     hum b upset he huay hai us k sath daikh kar...,0
baat to thek ha zahr zyada phelaya ha apke media ne,0
55 muslims coutries  israel ki palastine per qabza dakhty hue...🌚 ,0
"so bilowal calling him beghairat,all those mullah brigades called him qadiyani, yahoodi talking abt hiswife, who has nothing to do with politics, is justified but he cant say anything?? what a logic.he can do and say whatever the fuck he want to. he is pm. u r nothing but a zero",0
ha raat ko kangress walo ki achi khabar leta hu 😅😅😅,0
lol... phir holocaust kehne per q tmhare yahodi bhaio ke jalti hae ?,0
 apni profile pe share karni thi.... tumhain karta raha... yeh hang over bari gandi chezzz,0
rt : bahadur baap ka bahadur beta 😆,0
 bhai kya aap aurat march say agree hain??,0
ahoo ya tu phir bomb sath lgayaain na phir tu pata chaleeey 😂😂,0
nhi apk haqeeqi kirdar koi kuch nhi keh raha.. bs meri ek choti c bat ka jawab dy den wo ye keh es daramon or filmon sy hamari new generation ko kia sabaq mily ga??? q k bacha bacha mery pass tum ho ko ly k mutasir he...,0
 punjab bhara pada hai one side luv say. 😉,0
 rehny dy..itni tension na lia kar,0
 na kehti toe pata nhi zinda hoti abhi tak.😁😁😁😁😁😁😁😁😁,0
  wah ye sai hy ab tum sariyal ho is mn mra kya kasor,0
 main toh aram say soi rehti hun kuch kehti bhi nhi hun..🥺,0
 tumhay kasay bol sakta ho ma tum to aqalmand ho bht zyada,0
quaid e azam se zyada zaheen aur shatir loug us dhor mein mujud thay per mukhlis sirf quaid tha tabhi hume pakistan mila ... pata nahi ye loug itnay ahmaq q bn jate bar br 72 salo se ye chor bewaqof bna rahay hume,0
  koi uss ki bhi majbori ho gi shayed,0
sir source hi bta den ab to kafi din ho gay hain,0
fasla rakain bad mein ap kehty hn mein apny ghar walon ki marzi say shadi krni ha,0
 nai kal raat e start ho gai thi  i checked 😀,0
nahi tu wahan majood tha jo tu yeh keh raha hai ke aurat ki ghalti nahi hai?lol,0
me so gai thi. ,0
sb ka kate ga.... aisy he rona ha😉,0
 theek ho gai.. akr synch meeting py gai thi.. thak gai hu itna. mushkil thy mcqs,0
chalo ajkal k halat main koi tu kush hain jiyooo,0
paisa unho na penkna ha ka pcb na 😂,0
  jahan bhai sahi ho karugi na tnshn not,0
kuch tu sharam kro is tarah nangi ho kr pose dana. tum muslman ho. aur yad rakho. aik din marna b hay.,0
is se ziada gehra rang tu sirf piar ka rang ha. 💝💘❣️,0
 app answer tu do pehle muskil khud hee asan ho jaye ghee,0
  bazz a ja mujh janti ha tu achi tarha😜👈,0
yr cute lgti ha mujhy 😅😂,0
english is a language.... a means of communication..... it has no religion..... but maybe you are one those pakistanis who slides a glass from the table and call it “yahoodi sazish” may allah helps you to right path. say aameen,0
 experienced bro koi or tareeqa bta do phir.,0
 bs kr du tweet per tweet,0
 ab b kar rhy hain mere hum naam,0
 udass na ho  aur jab bhi mood karab ho bat karliaa karo mjhsy aur yadd rakho yeh waqat bhi guzar jayega,0
i just  said that bcoz muslims declare everybody yahoodi agent and qadiani.,0
   ap ahsan bhai ko baj dein mai un sa la lon ga kindly line are too awesome.. i want to make a video for me.,0
good question.... we have to ask these questions n also teach our children. verna haal hamari young n modern youth ko dekhna ho to bol tv ka champion show dekh loo jis mn unko islam ka kuch bhe nhe pata. lkn wo sab musalman hain.... 😭😭😭,0
 i m calling my jazz here   jazz jee kidr hai ap?? ap k moaziz sarif apko yaad kr rhy hai??? koi anyayat kr dey hm pe???,0
  dafa karo yaar koi faida ni hona awai mujhy bhi khapao gi sath,0
 abi tk tu khair hi haa😂,0
effective b ho jaye gi😂 wqt lgy ga😂,0
aby apni achi dost hy anhi man jy gi ek doo sorry py 😜,0
sene sy tere sir ko lga k  sunti mn rhn nam apna🥰💕,0
 ab pappu hi shi pampu ka to pta nhi tha trend to krna hy na ab kis kis ko pampu samjhayeyn ge #mahirakapappuparas,0
    uncle g mujy koi fikar nhi ha mujy pata ha k fahad bhai ki koi movie flop nhi honi lekin uncle ek limit hoti ha bat karny ki ok,0
 itna me chaho tujhe koi ksii ko na chahe 😂,0
sab doctors ko chahiy k 3 sy 4 mask lagaya kren pakistan me mask ki  quality achi ni ha aesy men 4 mask lagany sy doctors save rahen gy,0
"me as a mother son:mama bhok lgi hai  me:mjhy bhi,ja beta 2 packet  noodles bna dono maa beta mil kr khaein gy🤭",0
seriously thinking about hijra,0
  ye bat bhi theek hy🤪👍,0
chehry par tanz mat kia karo allah ny tumhara chehra khud bnaya hy.❤ hazrat mohammad ( s.a.w),0
  or tum apni chutki ki kon kon si akalmandi ko jhutlaoo gy 🙆🤭🤐,0
 tu na karin  mei konsa kisi ko gunpoint pe follow krwati hun.,0
hum to already han  maza aata ha khoob 👍😇,0
😂😂😂😂 is dfa ghr jay ga tu okay krwa li yeh wla scene  🤣🤣🤣,0
rt : imams from the ahmadiyya muslim community at london bridge to offer condolences  #londonbridgeattack,0
rt : mera jism merey allah ki marzi ❤️ #stopauratbarbadimarch,0
kisan diesel use krtay hain pehlay hi itni cost barh chuki hai mazeed diesel mehnga,0
hira ji aap ka charecter bahut jaandar thha geo walon ke tou osaan hi khataa ho gaye hain,0
ab tou aese mat bolllll 😂😂 ,0
"ishq main nakami kay bad main seedha uskey ghar gaya, usne diya dhaka, chat se gira aur mer gaya. mer ker utha, main nikla toofan ho ker, sabne kaha ""agaya tu jawan ho ker""",0
wha bhai bhot khub ye shero shayri chod k kam dhanda kro ap pr bi pesa mrega 😃,0
 new song koi b aye pehle aap ko pata chalta😁,0
"akhrot, badam, coffee 🔥",0
sara din sonay pr mama bezati krti ha😂😂 is liye kuch to krna prta ha😂,0
 aap ke jwabo se pta chl rha he ke hum dono e vely he😂😂😂🥺,0
 khushkhbri ha... now enjoy urself,0
 q k bura wakat kci ka dost nhi hota😀,0
 bohat axhi ghazal hai ye❤️❤️❤️,0
3.5 tumhain kam lagtay hain..😳,0
main poora nakli hun,0
 ab bahut der ho gyi game change krne ko.... ab ghar jaoo aur zindgi change kro..😂😂 #stopdegradingrashami,0
yes agreed 👍🏻koi haqooq ly kar pyda nahin hoi... alhamdulillah aourat ko tahfuz deen e islam ny diya quran pak se milay sub haq 😍. ,0
ye e mane kaha .. or jo socha tha wo hua nai k donu milain gy bht pyar ho ga himanshi ko but she is looking like selfish. or har waqt chao chao kr rai hai .. agar asim k liay breakup kiya hai to q har waqt chao chao kr rai hai .. i think wo usi chao ko hi pyar krti h.,0
dunia ha janab jo ek dafa kro marty dm tk loog ni bholty,0
mene notice hi ni kia wese itna feel ni ho rha😂 ,0
 hope so hum kahin se akathey nikley the laraii kr k 😂,0
"today he said that k mery baap nay mjy pathar bnya hai wo har hal mae survive kr skta hai kisi ki bt say bura nhe lgta,20k ka shoes ho ya 1k,har hal mae khush hn,agar paisa bndy ko aisa bnta ha to me dua krta hn k mery pas paisy na aye & sme hamra mdl cls ghar humy sikhya gia ha",0
toh allah kyu kehta hai jo islam ko nahi maanta woh kaafir hai..usse maar/bhagaa do?,0
"  ziada tar,happy ending he hoti hai kisi, bhi drama ki, meray pass tum ko k nahi hui nahi hui or pura pakistan ro raha tha.",0
    hawwwwwwwn hareem ke sath esa karne ka soch bhe nahi sakte 😁,0
agar khushiya milti ha to lga do,0
sir ye hamein na batayen k fake news hai. ye tu hamein b pata hai. app action len is channel k khilaf k woh fake news chala kaise rahe hain,0
  ab isi bat pay citizenship de do is becharay ko is say ziada wafadari kya dikhaye,0
"mard bohot hi pyari cheez hay,  ap uski aik suno, woh apko apne baap ka maal samajh le ga.",0
" apun pe itna sangeen ilzaam na lgao. apun reply kar deta hai. wo alag baat hai ke apun ko jo 1-2 log haftay main msg ya call kartay hain, apun un se bhi bhag jata hai",0
 thank u main jab jao ge tmhary liye dua karo ge insah allah ❤,0
 asa e pouch raha ap gusa e kar gye 😔,0
hadees hai yahoodi se bada koi dushman nahi hi islam musalmano ka isko apni jagah deke galti kiye our mahammad s.a.w ki kahi baat ko nahi mane aaj natiza yeh yeh yahoodi sirf musalmaan ke khilaaf sajish rachrahte hai ki kaise musalmano ko khatam kare,0
      ayesha tum ny kashif ka dil tor diya..🥺🥺,0
 ohhh molvi sab ap great ho👌😉,0
 filhal to koi nahi,0
 han pucha tha ab jhoot mat bolo..🙄,0
  😐😐  abay mj sae tou baat kr lou mne kia kya hae😕😑,0
ye bat adlt me khyn ja kar...  ta k unhy pata chaly,0
  aray bhai laxmi bomb ki prediction nhi puchi thi😁😁😁,0
  kuch to majbooria rhi hongi youn koi bewafa ni hota,0
"i don’t think i have focussed on any other countries either over the past 3 weeks. and yes it’s mass murder on syrian kurds and yezidi, ahmadiya and minorities in pakistan and yemeni’s, your tweets on that?",0
gaadi chahe kitni bhi tezz ho ... usse rokne ke liye ek keel kafi hai #asimfans,0
itni late ai ;-; is scooby ko dekh zara,0
 bachy k dil.tor dia💔 ab kon jorhy va ish.....,0
"major, musharraf is a muhajir!! why is he taken care off?? you once said” sirf sunni punjabi hee pakistani hain aur koi nahi” . and presently gen bajwa is said to be ahmedi..!! your views please...",0
#zeenahindarega darna bhi nahi chahiye aap sach ke saath hain sudhir ji,0
   ap jealous q hota just fun,0
srdi r grmi km ho to wo bhi bhtir hu,0
 degree kis kam ki...humary pas koi nokarya nahi hai..hasi khushi ki zindagi sirf khahanyo mein hotii hai..tabdeeli😄😄😄,0
 ek tou m bhang piyun aur wo b bwp ja k 🙄🙄,0
           😂😂😂itni bhook lgi thi.,0
"    ye b kiya ha aor twitter pe khan sb ko b tag kiya ha  lakin hua wohi bina kisi solution k ""relief granted""",0
" leken jo bhi hy, unko jo required hy woh to 10 times mehngi ho chuki hy, i mean pti ki har foolishness ko to defend krna nh bnta, all grocery items, electricity n gas bills av perturbed the middle n upper middle class aswell what to talk bot ppl living below that, its high time",0
ye bhai kesa ha hahaha shebab kabab hehe always supports  #rashamidesai #stopdegradingrashami,0
 kal baat karu? aaj toda nind aarahi hai. 😢,0
imran khan yahodi agent nahi rah🤨,0
 pata nee kab band ho yeh sab 😩,0
hahah pata hai mujy ni bola par jisy bola uska comment solid tha mujhy baramaza ay hhahah,0
"pm khan being called yahodi agent by other politicians ""this nation kept mocking his wife ""he has been forced to send his first wife along with his kids out of pakistan, he's one being mocked by all other politicians but thats okay right? stop making stupid things a big issues",0
ham murgaa bnata ha bnta nai ha btw chachu police wala ha hamra😂✌,0
free dhaniya ki jagah free validation maango sabziwale se,0
 😒😒😒😒itni bhi thandi nhi thi ab😪😂😛,0
dident know he was an ahmadiya!,0
 tere bina jeena jeena mumkin nh 😢,0
 yani 4 diwari kra ln😐,0
"sunao janab, pehle hi arz ki thi kuch nahi milne wala",0
maturity is when you keep your mouth shut when you want to say something mean to someone. only people at peace with themselves can do this.,0
friend : bhai aaj kal subah ka breakfast miss ho ja raha hai daily.   me : bhai yaha subah nahi dekhi kitne din ho gaye..,0
mela bacha akhrot ki shkl wala chilgozy khai ga hayee🙈🙈😍😂😂😂😂,0
 aap beth jayen chup kar ke.,0
"we should start within our home pakistan first.everyone know ahmedis are nonmuslims.all non muslims like hindus, christians and ahmedis should be given freedom to practice their i am also against burning of ahmedi temples.",0
"you know.. here in malaysia, our prime minister organised an event to tackle the global ummah problem but he only called sunni leaders, and only addresses issue regarding rohingyan, gaza, syrian... uyghur and yemeni are pushed aside. shia too. much less ahmedi.  lmao.",0
" q nai sir, aap bismillah karain. insha allah hum aap k sath hon gey.",0
  sach hai kya ye,0
masoom to woh log hain jin ko #hoor_injection ka nai pata... #pmimrankhan  #hoorinjection,0
bhai mein nay gali kab di? mein nay to pucha hai ap ki bat ka? ap nay kaha khan yahoodi hai to mein just pucha hai? abh agar ap kay pass jawab nahi hai to bongian to na maro,0
 ap moqa tu dain,0
 dushmn bhe or khaa bhe poora lya aap ne🤔😂,0
ooper se sir g msla ye ha k this works too 😁😂,0
"oh yes but its totally cool to call someone gerneral zia ka beta, baigharat, yahoodi agent, qadiyani agent, budha aadmi, etc",0
#mediastayunbiased pakistan me ptv news or ptv parliment ne hi mulk k liye acha kam kia.,0
 😂😂😂😂😂 ya kuch zyada fun ho gia 😂😂,0
ak tho yea aurat or iski fukh bhari dastan,0
his father law is not an ahmedi none of his close relatives is ahmedi. this lie was spread by pml n who when they were about to announce next coas starting spreading this lie to keep bajwa in auqat but it backfired badly #coas #qamarjavedbajwa #ispr,0
 kuni  pashto me pata hai na,0
phr kyun teri yaadon ny mujhy rula diya 🖤,0
india mujy lagta wela e ha.. pakistan k elava kch sojta e nai usy,0
haan haan amma jb ek maar dain gi dusra jhoota mai laa kr doon ga 😌😂😂,0
 friendship sai darr nahi labtaa sahab fraaaaaaandshippppp sai lgta hai. 😊,0
 check karwao doctor se kahin aap ko corona virus toh nahi ho giya...lol,0
me nh download pe lgai hui ha😂😂,0
 pupho chup kr k beth ja,0
 main tu masoom hun 😑 ap jao na 🥺,0
"  listen, mind your words! goli lagna koi choti baat nahi hai! chahe jaha mrzi lagi ho!",0
tension mat lo  tum akele nai ho  sab ki life ki  lagi padi hai 🤣🤣🤣,0
tb e ma apny 3 card use kro ga,0
bhai km tha apni bhen ki hifazat k liye k uski bhen b  agai 😂,0
"fasla rakhen is se pehle ap jaan churwaney ke liye kahen ''you deserve better."" 😂",0
nahi manaya jata sbko .. thak gaye hain ab tu mana mana ky sbko :),0
 tum first bencher thi na 😂,0
rt : humny mohabbat ka bharm sb sy judaa rkha hai dekh zikr tera hai mgr nam chupa rkha hai,0
  oh nae yar phone charge pe tha,0
 jazz is really shit network i say.  mn ne raat 3 bjy movie download ki jo 2.5 gb se bhi shayad zayada thi speed itni axhi 60 mbps de rha tha. 7 se 8 min mb download ho gai. isi network pe din ko 2 mb ki video download krne mn 3 min lga diye ab aese to nii hotaa,0
    we should have a mard march cause feminists are blocking him?😂😂,0
